131;right;0,013111642
132;world;0,012991491
133;business;0,012616545
134;home;0,012599991
135;own;0,012516464
136;down;0,012467967
137;still;0,01240211
138;used;0,012328095
139;find;0,012320723
140;around;0,012167874
141;going;0,011898502
142;every;0,011859063
143;both;0,011679594
144;last;0,011595968
145;off;0,011569725
146;too;0,011479808
147;same;0,011432415
148;information;0,011075365
149;little;0,010766303
150;another;0,010623774
151;look;0,010524255
152;few;0,010495516
153;long;0,010369788
154;part;0,010280685
155;since;0,010258405
156;things;0,010252806
157;place;0,010245018
158;am;0,010038642
159;between;0,009960935
160;during;0,009949255
161;different;0,009939053
162;must;0,009841122
163;come;0,009817009
164;using;0,009654397
165;however;0,009645115
166;without;0,0095512
167;high;0,00945611
168;why;0,009426274
169;something;0,009425096
170;online;0,009381351
171;system;0,009308803
172;better;0,009279119
173;three;0,009269696
174;never;0,009242471
175;always;0,00922474
176;love;0,009185369
177;say;0,009150194
178;might;0,008982671
179;next;0,008586241
180;company;0,008574749
181;state;0,008481563
182;number;0,008469585
183;again;0,008429671
184;free;0,008413316
185;lot;0,00838647
186;under;0,008284082
187;family;0,008232125
188;found;0,008166999
189;within;0,008120089
190;give;0,008116348
191;set;0,008115046
192;school;0,008060074
193;important;0,008048951
194;water;0,007994938
195;able;0,007981421
196;keep;0,007960998
197;got;0,007955472
198;sure;0,007872847
199;end;0,00787162
200;money;0,00785666
201;service;0,007844456
202;small;0,007842917
203;put;0,007712951
204;experience;0,007699847
205;having;0,007622843
206;once;0,007581673
207;available;0,007567244
208;health;0,007511282
209;support;0,007485655
210;often;0,007464411
211;including;0,007440113
212;days;0,007319898
213;away;0,007230286
214;old;0,007199401
215;area;0,00718037
216;feel;0,00715783
217;read;0,007130102
218;show;0,007097746
219;big;0,007034561
220;against;0,007028988
221;thing;0,007027604
222;order;0,007023461
223;program;0,00700629
224;though;0,007002594
225;city;0,006959107
226;group;0,006951108
227;services;0,00693814
228;site;0,006935996
229;making;0,006904571
230;course;0,00688794
231;point;0,006864569
232;children;0,00684023
233;times;0,006811031
234;team;0,00680314
235;game;0,006794955
236;along;0,00677971
237;let;0,006704087
238;house;0,006697971
239;today;0,006689011
240;body;0,006670936
241;working;0,006647073
242;case;0,006642806
243;man;0,006635832
244;real;0,006628364
245;provide;0,006624555
246;care;0,006589148
247;public;0,006580371
248;top;0,006571428
249;looking;0,006551938
250;several;0,006538382
251;start;0,006535156
252;less;0,006501283
253;process;0,006455805
254;become;0,006449223
255;actually;0,006446769
256;local;0,006431445
257;together;0,006389012
258;person;0,006375796
259;change;0,006365619
260;book;0,006346131
261;enough;0,006330627
262;getting;0,006305745
263;week;0,006294445
264;power;0,006283127
265;until;0,006279217
266;market;0,006278657
267;fact;0,006253933
268;god;0,006187566
269;food;0,006164898
270;students;0,006161501
271;full;0,006154503
272;women;0,00612685
273;community;0,006120878
274;name;0,006108613
275;second;0,00610273
276;data;0,005978432
277;government;0,005977773
278;says;0,005941346
279;others;0,005934049
280;ever;0,005916872
281;yet;0,005885271
282;research;0,005876458
283;done;0,005838543
284;left;0,005834386
285;far;0,005766974
286;large;0,005755556
287;called;0,005735066
288;doing;0,005722237
289;already;0,005715668
290;development;0,005709765
291;social;0,005663583
292;open;0,005658645
293;possible;0,005594526
294;side;0,005582262
295;play;0,005526169
296;means;0,005508229
297;needs;0,005494563
298;try;0,005473029
299;came;0,00547094
300;ca;0,005460588
301;based;0,005415248
302;hard;0,005406588
303;thought;0,005390601
304;products;0,005382203
305;national;0,005361168
306;quality;0,005335072
307;level;0,005327564
308;live;0,005307148
309;design;0,005287279
310;makes;0,005275891
311;project;0,005252999
312;line;0,005209809
313;night;0,005198831
314;least;0,005193715
315;whether;0,005175288
316;job;0,005161912
317;car;0,005160728
318;example;0,005160722
319;include;0,005135126
320;following;0,005121257
321;given;0,00512083
322;website;0,005084624
323;past;0,005082648
324;plan;0,005077115
325;offer;0,0050761
326;buy;0,005069136
327;call;0,005067112
328;went;0,005044605
329;simply;0,005021262
330;hand;0,005016859
331;music;0,00501013
332;easy;0,004988765
333;problem;0,004974051
334;men;0,004966138
335;country;0,004958446
336;took;0,004950396
337;four;0,004950385
338;members;0,004941637
339;form;0,004928591
340;personal;0,004924748
341;control;0,004909741
342;energy;0,004898759
343;room;0,00488826
344;head;0,004865312
345;pay;0,0048336
346;create;0,004815438
347;run;0,004814958
348;kind;0,004810281
349;credit;0,004808344
350;almost;0,004793622
351;believe;0,004756818
352;quite;0,004754114
353;mind;0,004742009
354;law;0,004738478
355;early;0,004736003
356;comes;0,004729745
357;states;0,004728896
358;usually;0,004724274
359;companies;0,004719355
360;web;0,004707549
361;taking;0,004692202
362;started;0,004690417
363;later;0,004688361
364;although;0,004681048
365;story;0,004679345
366;per;0,004673768
367;future;0,004671653
368;known;0,004663393
369;someone;0,004658974
370;across;0,004623375
371;rather;0,00462187
372;young;0,004607165
373;whole;0,004604624
374;special;0,004596942
375;everything;0,004588924
376;months;0,004577562
377;anything;0,004571059
378;training;0,004567693
379;url;0,004563171
380;bit;0,004547771
381;seen;0,004543768
382;product;0,004537823
383;american;0,004528007
384;please;0,004517805
385;management;0,004516753
386;cost;0,004512478
387;either;0,004501842
388;light;0,004499026
389;university;0,004459612
390;face;0,00445193
391;due;0,004450411
392;nothing;0,004439217
393;human;0,004435846
394;event;0,004417275
395;history;0,004410302
396;probably;0,004401512
397;friends;0,004381377
398;learn;0,00437454
399;current;0,004370843
400;tell;0,004368893
401;general;0,004367256
402;price;0,004366457
403;list;0,004358456
404;type;0,004340035
405;building;0,004338157
406;industry;0,004322566
407;bad;0,004311842
408;check;0,004300621
409;everyone;0,004277365
410;office;0,004276917
411;idea;0,004268863
412;internet;0,004267543
413;news;0,004262265
414;million;0,004255836
415;video;0,004252407
416;among;0,004245281
417;air;0,004238642
418;especially;0,004232562
419;told;0,004229136
420;results;0,004203913
421;post;0,004197475
422;hours;0,004190101
423;international;0,004177068
424;center;0,004176213
425;understand;0,00417008
426;above;0,004165329
427;addition;0,004152347
428;major;0,004151564
429;education;0,004137966
430;white;0,004135756
431;particular;0,004132718
432;problems;0,004124038
433;media;0,004110275
434;according;0,004105156
435;upon;0,004098871
436;page;0,004095148
437;continue;0,004086468
438;black;0,004084621
439;study;0,004081577
440;issues;0,004081484
441;inside;0,004080142
442;technology;0,004066287
443;five;0,004065837
444;value;0,004060537
445;further;0,004041748
446;access;0,004040187
447;reason;0,004037292
448;short;0,004028329
449;true;0,004022876
450;simple;0,004020441
451;natural;0,004003868
452;amount;0,003966222
453;search;0,00393928
454;result;0,003929344
455;taken;0,003928337
456;main;0,00391997
457;heart;0,003901337
458;space;0,003886602
459;financial;0,003884556
460;ago;0,003874603
461;trying;0,003874553
462;question;0,003868689
463;living;0,003867182
464;likely;0,003866967
465;interest;0,003863154
466;various;0,003851916
467;insurance;0,003841268
468;common;0,00382752
469;move;0,0038224
470;child;0,003819055
471;yourself;0,003804976
472;report;0,003800174
473;certain;0,003793335
474;share;0,003787707
475;single;0,003779952
476;close;0,003776591
477;instead;0,003774011
478;bring;0,003773246
479;works;0,003771924
480;age;0,00374823
481;s;0,003737589
482;season;0,003736344
483;hope;0,003732157
484;coming;0,003728084
485;areas;0,003714245
486;ask;0,003712147
487;medical;0,003705562
488;low;0,003700976
489;games;0,003697705
490;turn;0,003688265
491;key;0,003685084
492;party;0,003670358
493;add;0,003659625
494;month;0,003658626
495;seems;0,00365547
496;view;0,003648194
497;fun;0,003644902
498;matter;0,003634039
499;words;0,003627054
500;needed;0,003624693
;;0
;;0
;;0
;;0
;;0
;;0
;;0
;;0
